,Unnamed: 0,vacancy.id,vacancy.source,vacancy.region.region_code,vacancy.region.name,vacancy.company.ogrn,vacancy.company.site,vacancy.company.companycode,vacancy.company.hr-agency,vacancy.company.inn,vacancy.company.name,vacancy.company.kpp,vacancy.company.url,vacancy.creation-date,vacancy.salary,vacancy.salary_min,vacancy.job-name,vacancy.vac_url,vacancy.employment,vacancy.schedule,vacancy.duty,vacancy.category.specialisation,vacancy.requirement.education,vacancy.requirement.qualification,vacancy.requirement.experience,vacancy.addresses.address,vacancy.term.text,vacancy.currency,vacancy.salary_max,vacancy.company.phone,vacancy.company.email,vacancy.company.logo,vacancy.social_protected,vacancy.company.fax,vacancy.company.code_industry_branch,vacancy.category.industry
3069,3069,2d4c7ee1-ba75-11eb-9dd6-bf2cfe8c828d,Служба занятости,1400000000000,Республика Саха (Якутия),1021400769323.0,,1021400769323,False,1418001594.0,ОТДЕЛ ВОЕННОГО КОМИССАРИАТА РС(Я) ПО НИЖНЕКОЛЫМСКОМУ УЛУСУ,141001001,https://trudvsem.ru/company/1021400769323,2022-03-11,от 50000,50000,Старший помощник военный комиссар,https://trudvsem.ru/vacancy/card/1021400769323/2d4c7ee1-ba75-11eb-9dd6-bf2cfe8c828d,Полная занятость,,,"Безопасность, службы охраны",Среднее профессиональное,,0,"[{'location': 'Республика Саха (Якутия), 678830, п Черский, у Нижнеколымский, ул Пушкина, д. 3, корп. А', 'lng': '161.32909', 'lat': '68.749957'}]",Социальный пакет,«руб.»,0,+74115723513,,,,,,
3685,3685,5a61fb92-8f71-11ec-8f42-bf2cfe8c828d,Служба занятости,6300000000000,Самарская область,1026303859944.0,ОТСУТСТВУЕТ,1026303859944,False,6377002644.0,Военный комиссариат Нефтегорского и Алексеевского районов Самарской области,637701001,https://trudvsem.ru/company/1026303859944,2022-02-17,от 15101 до 16000,15101,Старший помощник военный комиссар,https://trudvsem.ru/vacancy/card/1026303859944/5a61fb92-8f71-11ec-8f42-bf2cfe8c828d,Полная занятость,Полный рабочий день,"ДОЛЖНОСТНЫЕ ОБЯЗАННОСТИ, ПРЕДУСМОТРЕННЫЕ КВАЛИФИКАЦИОННЫМИ ХАРАКТЕРИСТИКАМИ ПО ЗАНИМАЕМОЙ ДОЛЖНОСТИ.","Безопасность, службы охраны",Высшее,"Новое рабочее место<br/>ПО ФИНАНСОВО-ЭКОНОМИЧЕСКОЙ, СОЦИАЛЬНОЙ И ПЕНСИОННОЙ РАБОТЕ<br/>Работа с компьютером<br/>Ответственность<br/>Дисциплинированность",0,"[{'location': 'Самарская область, 446600, г Нефтегорск, р-н Нефтегорский, пр-кт Победы, д. 8', 'lng': '51.169161', 'lat': '52.796257'}]",Социальный пакет,«руб.»,16000,+7(84670)21340,otsutstvuet@ya.ru,,,+7(84670)21140,,
3923,3923,7a1b8122-ac65-11ec-9aad-bf2cfe8c828d,Работодатель,2700000000000,Хабаровский край,1022701136028.0,,1022701136028,False,2722010202.0,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ХАБАРОВСКОГО КРАЯ""",272201001,https://trudvsem.ru/company/1022701136028,2022-03-25,от 20973 до 39151,20973,Старший помощник военный комиссар,https://trudvsem.ru/vacancy/card/1022701136028/7a1b8122-ac65-11ec-9aad-bf2cfe8c828d,Полная занятость,Полный рабочий день,Выполнение обязанностей в соответствии с  профессионально - квалификационными требованиями  данной профессии,"Безопасность, службы охраны",Среднее профессиональное,Гарантированное собеседование<br/>Старший помощник военного комиссара в отделении призыва<br/>Ответственность<br/>Дисциплинированность,0,"[{'location': 'Хабаровский край, Верхнебуреинский район, рп Чегдомын, Чегдомынская улица, Хабаровский край, Верхнебуреинский район, рп.Чегдомын, ул. 40 лет Победы, д.3', 'lng': '132.98901', 'lat': '51.11884'}]",Социальный пакет,«руб.»,39151,+7(4212)429631 доб. 2016,voenkomhab@mail.ru,,,,,
4479,4479,52af6b05-9a28-11ec-8543-4febb26dc4ec,Работодатель,6900000000000,Тверская область,1026900559388.0,https://мсч.69.мвд.рф/,1026900559388,False,6905006095.0,"ФКУЗ ""МСЧ МВД России по Тверской области""",695001001,https://trudvsem.ru/company/1026900559388,2022-03-02,от 45000,45000,врач-психиатр военно-врачебной комиссии,https://trudvsem.ru/vacancy/card/1026900559388/52af6b05-9a28-11ec-8543-4febb26dc4ec,Полная занятость,Полный рабочий день,<p>Работа по специальности</p>,"Государственная служба, некоммерческие организации",Высшее,,0,"[{'location': 'Тверская область, г. Тверь, Салтыкова-Щедрина улица, 26', 'lng': '35.921742', 'lat': '56.855797'}]",,«руб.»,0,+7(482) 234-65-30,,,,,,
4818,4818,93cda8b5-b551-11ec-bdf7-550ed7335bbe,Работодатель,2700000000000,Хабаровский край,1022701136028.0,,1022701136028,False,2722010202.0,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ХАБАРОВСКОГО КРАЯ""",272201001,https://trudvsem.ru/company/1022701136028,2022-04-06,от 20973 до 39151,20973,Старший помощник военного комиссара,https://trudvsem.ru/vacancy/card/1022701136028/93cda8b5-b551-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,,"Безопасность, службы охраны",Высшее,,0,"[{'location': 'Хабаровский край, Охотский район, рп Охотск, Победы улица, дом: 26;, адрес: Хабаровский край, рп.Охотск, ул. Кузнецовская, д. 5', 'lng': '143.29771', 'lat': '59.363299'}]",,«руб.»,39151,+7(4212)429631 доб. 2016,voenkomhab@mail.ru,,,,,
4990,4990,60d94115-90af-11ec-9f92-57fc951f3846,Работодатель,4300000000000,Кировская область,1034316506454.0,,1034316506454,False,4348009352.0,"Федеральное казенное учреждение ""Военный комиссариат Кировской области""",434501001,https://trudvsem.ru/company/1034316506454,2022-02-18,от 16000,16000,начальник отделения подготовки и призыва граждан на военную службу,https://trudvsem.ru/vacancy/card/1034316506454/60d94115-90af-11ec-9f92-57fc951f3846,Полная занятость,Полный рабочий день,"<p>Организовать вызов призывников, своевременную отправку призывников на ОСП, контролировать их явку. Проводить изучение призывников, работу по подготовке молодежи к военной службе, первоначальной постановке граждан на воинский учет.</p>","Государственная служба, некоммерческие организации",Высшее,<p>Инженерно-технтческие (инженерно-экономические) специальности. Высшее профессиональное образование (дипломированный специалист).</p>,5,"[{'location': 'Кировская область, г. Киров, Московская улица, 121а', 'lng': '49.622873', 'lat': '58.603956'}]",,«руб.»,0,+7(8332)384703,voenkomkirov@mil.ru,,,,,
4991,4991,7fe909c5-90b2-11ec-8543-4febb26dc4ec,Работодатель,4300000000000,Кировская область,1034316506454.0,,1034316506454,False,4348009352.0,"Федеральное казенное учреждение ""Военный комиссариат Кировской области""",434501001,https://trudvsem.ru/company/1034316506454,2022-02-18,от 16000,16000,помощник начальника отделения (подготовики и призыва граждан на военную службу)  (по воинскому учету),https://trudvsem.ru/vacancy/card/1034316506454/7fe909c5-90b2-11ec-8543-4febb26dc4ec,Полная занятость,Полный рабочий день,"<p>Готовить учётно-послужные карточки, ответы по жалобам, заявлениям, просьбам заявителей заведениям по курсам и по годам рождения. Вести их количественный учет, сроки окончания отсрочек в отношении призывников, которые не подлежат призыву, оформление отсрочек от призыва на военную службу и т.д.</p>","Государственная служба, некоммерческие организации",Среднее профессиональное,,3,"[{'location': 'Кировская область, г. Киров, Московская улица, 121а', 'lng': '49.622873', 'lat': '58.603956'}]",,«руб.»,0,+7(8332)384703,voenkomkirov@mil.ru,,,,,
4994,4994,986a7ed5-90b1-11ec-92fd-550ed7335bbe,Работодатель,4300000000000,Кировская область,1034316506454.0,,1034316506454,False,4348009352.0,"Федеральное казенное учреждение ""Военный комиссариат Кировской области""",434501001,https://trudvsem.ru/company/1034316506454,2022-02-18,от 16000,16000,помощник начальника отделения (подготовки и призыва граждан на военную службу),https://trudvsem.ru/vacancy/card/1034316506454/986a7ed5-90b1-11ec-92fd-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>Готовить учётно-послужные карточки, ответы по жалобам, заявлениям, просьбам заявителей, выписывать повестки на призывников, проводить их оповещение, вручать им повестки лично под роспись. Готовить документы для отправки команд на сборный пункт, беседовать с призывниками, подлежащими призыву.</p>","Государственная служба, некоммерческие организации",Среднее профессиональное,,3,"[{'location': 'Кировская область, г. Киров, Московская улица, 121а', 'lng': '49.622873', 'lat': '58.603956'}]",,«руб.»,0,+7(8332)384703,voenkomkirov@mil.ru,,,,,
5388,5388,22722815-b648-11ec-bdf7-550ed7335bbe,Работодатель,4300000000000,Кировская область,1034316506454.0,,1034316506454,False,4348009352.0,"Федеральное казенное учреждение ""Военный комиссариат Кировской области""",434501001,https://trudvsem.ru/company/1034316506454,2022-04-07,от 16000,16000,старший помощник военного комиссара,https://trudvsem.ru/vacancy/card/1034316506454/22722815-b648-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>Осуществляет контроль проводимых мероприятий по защите государственной тайны и анализ ее состояния, участвует в выработке предложений и принятии решений по совершенствованию деятельности по ЗГТ, эффективному использованию средств защиты информации от НСД.</p>","Государственная служба, некоммерческие организации",Высшее,,0,"[{'location': 'Кировская область, Юрьянский район, Юрья поселок городского типа, Лермонтова улица, 21', 'lng': '49.271758', 'lat': '59.049004'}]",Ежемесячная премия 25 %,«руб.»,0,+7(8332)384703,voenkomkirov@mil.ru,,,,,
5482,5482,1cc2eea2-a207-11eb-9dd6-bf2cfe8c828d,Служба занятости,6900000000000,Тверская область,1026940507296.0,,1026940507296,False,6903006815.0,Военный комиссариат Калининского района Тверской области,690301001,https://trudvsem.ru/company/1026940507296,2022-03-10,от 18000 до 18000,18000,Старший помощник военный комиссар,https://trudvsem.ru/vacancy/card/1026940507296/1cc2eea2-a207-11eb-9dd6-bf2cfe8c828d,Полная занятость,Полный рабочий день,Должностные обязанности уточняются при обращении к работодателю.,"Безопасность, службы охраны",Высшее,"Среднее специальное образование,высшее.<br/>Свободная работа с компьютером<br/>Ответственность<br/>Дисциплинированность",1,"[{'location': 'Тверская область, 170100, г Тверь, ул Московская, д. 66А', 'lng': '35.931542', 'lat': '56.85055'}]",Социальный пакетТрудоустройство согласно ТК РФ.,«руб.»,18000,+7(4822)344539,vakans-05@mail.ru,,,,,
5483,5483,1ccc6482-a207-11eb-9dd6-bf2cfe8c828d,Служба занятости,6900000000000,Тверская область,1026940507296.0,,1026940507296,False,6903006815.0,Военный комиссариат Калининского района Тверской области,690301001,https://trudvsem.ru/company/1026940507296,2022-03-10,от 18000 до 18000,18000,Старший помощник военный комиссар,https://trudvsem.ru/vacancy/card/1026940507296/1ccc6482-a207-11eb-9dd6-bf2cfe8c828d,Полная занятость,Полный рабочий день,Должностные обязанности уточняются при обращении к работодателю.,"Безопасность, службы охраны",Высшее,"По финансово-экономической ,социальной и пенсионной работе.Высшее образование.<br/>Свободная работа с компьютером<br/>Ответственность<br/>Дисциплинированность",0,"[{'location': 'Тверская область, 170100, г Тверь, ул Московская, д. 66А', 'lng': '35.931542', 'lat': '56.85055'}]",Социальный пакетТрудоустройство согласно ТК РФ.,«руб.»,18000,+7(4822)344539,vakans-05@mail.ru,,,,,
5506,5506,c076cda2-7b0f-11ec-b378-bf2cfe8c828d,Служба занятости,5100000000000,Мурманская область,1025100655470.0,,1025100655470,False,5107010579.0,Военный комиссариат (города Мончегорк Мурманской области),510701001,https://trudvsem.ru/company/1025100655470,2022-03-15,от 31947 до 50000,31947,Старший помощник военный комиссар,https://trudvsem.ru/vacancy/card/1025100655470/c076cda2-7b0f-11ec-b378-bf2cfe8c828d,Полная занятость,Полный рабочий день,Выполнение обязанностей в соответствии с должностной инструкцией,"Безопасность, службы охраны",Высшее,инженерно-техническое образование<br/>Коммуникабельность<br/>Дисциплинированность,5,"[{'location': 'Мурманская область, 184500, г Мончегорск, пр-кт Металлургов, д. 2 а', 'lng': '32.89954', 'lat': '67.940136'}]",Социальный пакетЖенщины в пятницу до 13.00,«руб.»,50000,+7(81536)32568,mgoby.czn@yandex.ru,,,,,
6586,6586,76570bc2-63fb-11ec-9db4-bf2cfe8c828d,Служба занятости,3100000000000,Белгородская область,1023101121614.0,,1023101121614,False,3115002708.0,Военный комиссариат Прохоровского района Белгородской области,311501001,https://trudvsem.ru/company/1023101121614,2022-03-05,от 18833,18833,Старший помощник военный комиссар,https://trudvsem.ru/vacancy/card/1023101121614/76570bc2-63fb-11ec-9db4-bf2cfe8c828d,Полная занятость,Полный рабочий день,в соответствии с должностными инструкциями на данном предприятии,"Безопасность, службы охраны",Высшее,по защите информации<br/>Ответственность,0,"[{'location': 'Белгородская область, 309000, пгт Прохоровка, р-н Прохоровский, ул Советская, д. 29', 'lng': '36.719724', 'lat': '51.032046'}]",Социальный пакетежемесячная премия до 2000 руб.,«руб.»,0,+7(47242)21991,1@1.ru,,,,,
8354,8354,45951e35-ba60-11ec-ac55-57fc951f3846,Работодатель,4300000000000,Кировская область,1024300668149.0,,1024300668149,False,4309002748.0,Военный комиссариат Зуевского и Фаленского районов Кировской области,430901001,https://trudvsem.ru/company/1024300668149,2022-04-12,от 17000,17000,старший помощник военного комиссара,https://trudvsem.ru/vacancy/card/1024300668149/45951e35-ba60-11ec-ac55-57fc951f3846,Полная занятость,Полный рабочий день,"<p>работа с ПК, работа с программами</p>","Безопасность, службы охраны",Высшее,,0,"[{'location': 'Кировская область, Зуевский район, г. Зуевка, Южная улица, 16', 'lng': '51.110636', 'lat': '58.400071'}]",,«руб.»,0,+7(83337)20545,otdelvk@yandex.ru,,,+7(83337)20545,,
9184,9184,ab18e342-40c6-11ec-b525-bf2cfe8c828d,Служба занятости,2500000000000,Приморский край,1022502287345.0,,1022502287345,False,2540019578.0,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЕННЫЙ КОМИССАРИАТ ПРИМОРСКОГО КРАЯ""",254001002,https://trudvsem.ru/company/1022502287345,2022-01-20,от 25000 до 32000,25000,Старший помощник военный комиссар,https://trudvsem.ru/vacancy/card/1022502287345/ab18e342-40c6-11ec-b525-bf2cfe8c828d,Полная занятость,Полный рабочий день,"Оказывает помощь в организации работы отдела (отделения) военного комиссариата (подготовки и призыва граждан на военную службу), в том числе по реализации приказов вышестоящих органов военного управления, разработке проектов приказов, директив, распоряжений и указаний военного комиссара, выборе способов и методов обоснования принимаемых решений, контроле за выполнением требований служебных документов. Выполняет задачи по обеспечению мобилизационного развертывания войск на обслуживаемой территории (по функциям отдела (отделения), а также работу по обеспечению необходимых условий работникам отдела (отделения) для сохранения государственной тайны. Участвует в разработке мероприятий, направленных на обеспечение секретности работ и сохранности документов, в проведении профилактических мер по предотвращению утрат документов и разглашению секретных сведений.","Безопасность, службы охраны",Высшее,по правовой работе военного коммисариата Ленинского и Фрунзенского районов г. Владивосток<br/>Дисциплинированность,0,"[{'location': 'Приморский край, г Владивосток, ул Уборевича, д. 23', 'lng': '131.89137', 'lat': '43.12059'}]","Социальный пакет40-часовая рабочая неделя, социальные гарантии, льготы в соответствии с действующим законодательством, коллективным договором.",«руб.»,32000,+7(423)2317620,marusya260961@mail.ru,,,+7(423)2346529,,
9763,9763,2319df95-9895-11ec-8543-4febb26dc4ec,Работодатель,3400000000000,Волгоградская область,1033400322053.0,,1033400322053,False,3444059756.0,ВОЕННЫЙ КОМИССАРИАТ ВОЛГОГРАДСКОЙ ОБЛАСТИ,344401001,https://trudvsem.ru/company/1033400322053,2022-02-28,от 14044 до 15000,14044,"Старший помощник начальника отделения (по АСУ) военного комиссариата (городского округа г. Фролово, Иловлинского, Ольховского и Фроловского муниципальных районов Волгоградской области)",https://trudvsem.ru/vacancy/card/1033400322053/2319df95-9895-11ec-8543-4febb26dc4ec,Полная занятость,Полный рабочий день,"<p>Установка, использование программного обеспечения. Ведение учета средств автоматизации и вычислительной техники, технической документации.</p>","Информационные технологии, телекоммуникации, связь",Высшее,<p>Гарантированное собеседование&nbsp;</p>,1,"[{'location': 'Волгоградская область, г. Фролово, К.Маркса улица, 116, 403534, г Фролово, ул Карла Маркса, офис 116', 'lng': '43.661006', 'lat': '49.753599'}]",,«руб.»,15000,+7(919)9876379,vk_volgograd_3@mil.ru,,,,,
10761,10761,5a87d555-960f-11ec-9f92-57fc951f3846,Работодатель,7600000000000,Ярославская область,1027601276933.0,,1027601276933,False,7604008485.0,Военный комиссариат Ярославской области,761101101,https://trudvsem.ru/company/1027601276933,2022-02-25,от 13890,13890,Начальник отделения (подготовки и призыва граждан на военную службу),https://trudvsem.ru/vacancy/card/1027601276933/5a87d555-960f-11ec-9f92-57fc951f3846,Полная занятость,Полный рабочий день,,"Безопасность, службы охраны",Высшее,<p>08:30-17:45 (пятница и предраздничные дни на 1 час короче)</p>,1,"[{'location': 'Ярославская область, Даниловский район, г. Данилов, Свердлова улица, 49', 'lng': '40.176208', 'lat': '58.185902'}]",,«руб.»,0,+722853,ul4chik@mail.ru,,,,,
