,Unnamed: 0,vacancy.id,vacancy.source,vacancy.region.region_code,vacancy.region.name,vacancy.company.ogrn,vacancy.company.site,vacancy.company.companycode,vacancy.company.hr-agency,vacancy.company.inn,vacancy.company.name,vacancy.company.kpp,vacancy.company.url,vacancy.creation-date,vacancy.salary,vacancy.salary_min,vacancy.job-name,vacancy.vac_url,vacancy.employment,vacancy.schedule,vacancy.duty,vacancy.category.specialisation,vacancy.requirement.education,vacancy.requirement.qualification,vacancy.requirement.experience,vacancy.addresses.address,vacancy.term.text,vacancy.currency,vacancy.salary_max,vacancy.company.phone,vacancy.company.email,vacancy.company.logo,vacancy.social_protected,vacancy.company.fax,vacancy.company.code_industry_branch,vacancy.category.industry
4133,4133,a62b7305-b571-11ec-ac55-57fc951f3846,Работодатель,3000000000000,Астраханская область,1063024012611.0,,1063024012611,False,3008010694.0,"ООО ""НАРИМАНОВСКИЙ ИЗДАТЕЛЬСКИЙ ЦЕНТР""",,https://trudvsem.ru/company/1063024012611,2022-04-06,от 13890 до 16000,13890,корреспондент,https://trudvsem.ru/vacancy/card/1063024012611/a62b7305-b571-11ec-ac55-57fc951f3846,Полная занятость,Полный рабочий день,<p>выполнять обзаности в соответсвии должностной инструкции</p>,"Информационные технологии, телекоммуникации, связь",Среднее профессиональное,,0,"[{'location': 'Астраханская область, Наримановский район, г. Нариманов, Набережная улица, дом: 18;офис/квартира: ПОМЕЩЕНИЕ  004;', 'lng': '47.854198', 'lat': '46.691574'}]",Ежегодная премия 0,«руб.»,16000,+7(85171)63613,st-nove@mail.ru,,,,,
4269,4269,e68e5025-9627-11ec-92fd-550ed7335bbe,Работодатель,8600000000000,Ханты-Мансийский автономный округ - Югра,1068601013250.0,http://www.idnu.ru,1068601013250,False,8601030389.0,"АО ""ИД НОВОСТИ ЮГРЫ""",860101001,https://trudvsem.ru/company/1068601013250,2022-02-25,от 30558,30558,Собственный корреспондент,https://trudvsem.ru/vacancy/card/1068601013250/e68e5025-9627-11ec-92fd-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>&nbsp;- выполняет обязанности представителя редакции по месту нахождения корреспондентского пункта;</p>
<p>&nbsp;- обеспечивает редакцию оперативной информацией и другими материалами, готовит собственные публикации;</p>
<p>&nbsp;- устанавливает&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; контакты по заданию редакции или по собственной инициативе в рамках своей компетенции с государственными органами, органами местного самоуправления, предприятиями, гражданами для получения необходимой информации;</p>
<p>- выезжает на места для освещения событий на определённой редакцией территории, получает аккредитации в установленных случаях; своевременно информирует редакцию о предстоящих событиях;</p>
<p>- готовит&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; наиболее ответственные материалы по закреплённым за ним направлениям работы;</p>
<p>- производит записи, в том числе с использованием средств аудио- и видеотехники, фотосъёмки, с соблюдением требований законодательства о средствах массовой информации.</p>
<p>- производит проверку достоверности полученной информации, выполняет иные требования законодательства о средствах массовой информации;</p>","Искусство, культура и развлечения",Высшее,,3,"[{'location': 'Ханты-Мансийский автономный округ - Югра, г. Ханты-Мансийск, Мира улица, дом: ДОМ 46;', 'lng': '69.034029', 'lat': '61.006625'}]",,«руб.»,0,+7(967)8822855,mirzekhanova@idnu.ru,,,,,
5227,5227,0b4c01a5-b667-11ec-bdf7-550ed7335bbe,Работодатель,5200000000000,Нижегородская область,1025201208482.0,,1025201208482,False,5235001690.0,"Автономное учреждение Редакция районной газеты ""Уренские вести""",523501001,https://trudvsem.ru/company/1025201208482,2022-04-07,от 18000,18000,корреспондент,https://trudvsem.ru/vacancy/card/1025201208482/0b4c01a5-b667-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>посещение мероприятий и мест событий;сбор информации по конкретной теме или направлению;создание информационных сюжетов;написание статей, новостей и обзоров.</p>","Информационные технологии, телекоммуникации, связь",Среднее профессиональное,,0,"[{'location': 'Нижегородская область, Уренский район, г. Урень, Ленина улица, 101', 'lng': '45.78846', 'lat': '57.454908'}]",,«руб.»,0,+7(831)5421441,u_vesti@mts-nn.ru,,,,,
5336,5336,5054e175-9931-11ec-92fd-550ed7335bbe,Работодатель,5100000000000,Мурманская область,1025100575301.0,,1025100575301,False,5104003654.0,"Редакция газеты ""Ковдорчанин""",,https://trudvsem.ru/company/1025100575301,2022-03-01,от 32000 до 40000,32000,корреспондент,https://trudvsem.ru/vacancy/card/1025100575301/5054e175-9931-11ec-92fd-550ed7335bbe,Частичная занятость,Полный рабочий день,"<ul>
<li>Подготовка обработанных материалов в формате публикации</li>
<li>Подготовка материала определенного жанра и тематики (очерки, статьи, аудио/видеосюжеты) для телевидения, радио, сетевого издания, печати и информационных лент</li>
<li>Разработка предложений для монтажа видео-, аудиоматериалов при формировании видеоматериала</li>
<li>Представление материала ответственному (выпускающему) редактору для печати, эфира, размещения в сетевом издании</li>
</ul>","Искусство, культура и развлечения",Высшее,,0,"[{'location': 'Мурманская область, Ковдорский район, г. Ковдор, Кирова улица, дом: 14;, ул Слюдяная, 5', 'lng': '30.472256', 'lat': '67.563079'}]",Ежегодная премия 25000,«руб.»,40000,+7(81535)72800,kovdorchanin@mail.ru,,,,,
5631,5631,81cf5325-9abc-11ec-92fd-550ed7335bbe,Работодатель,2400000000000,Красноярский край,1022400760030.0,https://ilansklib.ru/,1022400760030,False,2415004824.0,МБУК МБ ИЛАНСКОГО РАЙОНА,241501001,https://trudvsem.ru/company/1022400760030,2022-03-03,от 22224 до 22224,22224,редактор отдела комплектования и обработки литературы,https://trudvsem.ru/vacancy/card/1022400760030/81cf5325-9abc-11ec-92fd-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>1. Разрабатывает положения о системе каталогов, паспорта, рекламные проспекты о правилах пользования каталогами. Разрабатывает и составляет рабочие таблицы ББК.</p>
<p>2. Изучает основы компьютерной грамотности и программное обеспечение, предназначенное для автоматизации технологических процессов в ОКиО.</p>
<p>3. Классифицирует литературу, оформляет карточки для всех каталогов.</p>
<p>4. Осуществляет обработку новых поступлений.</p>
<p>5. Ведет и редактирует каталоги: учетный, систематический.</p>
<p>6. Ведет картотеку методических решений.</p>
<p>7. Осуществляет регулярную сверку учетного каталога с Федеральным списком экстремистских материалов с целью исключения учетных карточек на литературу экстремистского характера.</p>
<p>8. Исключает карточки на списание документов из учетных форм.</p>
<p>9. Принимает участие в проверке книжного фонда.</p>
<p>10. Изучает, обобщает и внедряет в практику работы муниципальных библиотек района современные направления, формы и методы работы с каталогами.</p>
<p>11. В рамках системы непрерывного образования библиотечных специалистов:</p>
<p><!-- [if !supportLists]-->-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <!--[endif]-->принимает участие по организации и проведению обучающих мероприятий по профилю своей работы;</p>
<p><!-- [if !supportLists]-->-&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <!--[endif]-->оказывает консультативную и практическую помощь специалистам подразделений МБ.</p>
<p>12. Оказывает кураторскую деятельность над библиотеками системы.</p>
<p>13. Составляет личные планы работы, участвует в разработках текущих и перспективных планов работы отдела, а также выполняет другую работу в рамках отдела и своей компетенции.</p>","Искусство, культура и развлечения",Среднее профессиональное,,3,"[{'location': 'Красноярский край, Иланский район, г. Иланский, Ленина улица, 57 пом. 93', 'lng': '96.066007', 'lat': '56.235961'}]",,«руб.»,22224,+7(908)0184977,mbs.ilansk@yandex.ru,,Инвалиды,,,
6168,6168,5de96ad5-b714-11ec-bdf7-550ed7335bbe,Работодатель,2400000000000,Красноярский край,1022401508656.0,,1022401508656,False,2426000229.0,"КГАУ  ""РЕДАКЦИЯ ГАЗЕТЫ ""АНГАРСКИЙ РАБОЧИЙ""",242601001,https://trudvsem.ru/company/1022401508656,2022-04-08,от 25000 до 25000,25000,корреспондент,https://trudvsem.ru/vacancy/card/1022401508656/5de96ad5-b714-11ec-bdf7-550ed7335bbe,Полная занятость,Ненормированный рабочий день,"<p>Поиск информационных поводов, написание текстов, съемка сюжетов и размещение в соцсетях и на сайте газеты</p>","Информационные технологии, телекоммуникации, связь",Высшее,,0,"[{'location': 'Красноярский край, Мотыгинский район, Мотыгино рабочий поселок', 'lng': '94.704808', 'lat': '58.181518'}]",,«руб.»,25000,+7(902)9663731,gazeta.ar@mail.ru,,,,,
6310,6310,c10026f5-b71d-11ec-bdf7-550ed7335bbe,Работодатель,8900000000000,Ямало-Ненецкий автономный округ,1028900698804.0,,3eee6180-87d0-11ec-a69c-4febb26dc4ec,False,8912000676.0,"Муниципальное бюджетное учреждение ""Средства массовой информации Красноселькупского района""",891201001,https://trudvsem.ru/company/3eee6180-87d0-11ec-a69c-4febb26dc4ec,2022-04-08,от 69920 до 100000,69920,Главный редактор телевидения,https://trudvsem.ru/vacancy/card/3eee6180-87d0-11ec-a69c-4febb26dc4ec/c10026f5-b71d-11ec-bdf7-550ed7335bbe,Полная занятость,Полный рабочий день,"<ul>
<li>Организация, координация и контроль работы сотрудников структурного подразделения по выпуску телерадиопродуктов в эфир</li>
<li>Составление расписания работы ведущих эфира и авторских программ</li>
<li>Ежедневный контроль работы ведущих линейного эфира, внесение необходимых корректировок</li>
<li>Кастинг и выбор ведущих</li>
<li>Организация и контроль подготовки и выхода в эфир ежедневных новостных и информационных сценариев, презентационных и рекламных роликов, взаимодействие со смежными подразделениями</li>
<li>Проверка рекламных роликов, выходящих в эфир, на соответствие законодательству Российской Федерации о рекламе и требованиям корпоративного формата</li>
<li>Утверждение наполнения и изменения сетки вещания, контроль выхода элементов эфира и их длительности</li>
<li>Осуществление контроля информационной насыщенности, соблюдения формата, динамичности предоставления информации в эфире</li>
<li>Решение ежедневных производственных задач</li>
<li>Контроль соблюдения правил по охране труда и пожарной безопасности</li>
</ul>","Информационные технологии, телекоммуникации, связь",Высшее,,5,"[{'location': 'Ямало-Ненецкий автономный округ, Красноселькупский район, Красноселькуп село, Нагорная улица, 36', 'lng': '82.458435', 'lat': '65.703151'}]",,«руб.»,100000,+7(34932)21264,tvkselkup@mail.ru,,,,,
7073,7073,28b48eb5-9939-11ec-8543-4febb26dc4ec,Работодатель,5400000000000,Новосибирская область,1027700310076.0,https://www.nsktv.ru/,10c0ced0-823d-11ec-b19e-57fc951f3846,False,7714072839.0,ГТРК Новосибирск,540302001,https://trudvsem.ru/company/10c0ced0-823d-11ec-b19e-57fc951f3846,2022-03-01,,0,корреспондент,https://trudvsem.ru/vacancy/card/10c0ced0-823d-11ec-b19e-57fc951f3846/28b48eb5-9939-11ec-8543-4febb26dc4ec,Полная занятость,Полный рабочий день,,"Искусство, культура и развлечения",,,0,"[{'location': 'Новосибирская область, г. Новосибирск, Римского-Корсакова улица, 9', 'lng': '82.886033', 'lat': '54.979619'}]",Ежегодная премия 60 %,«руб.»,0,+7(923) 777-70-97,,,,,,
7141,7141,0bfeadf0-7f3f-11ec-b264-550ed7335bbe,Работодатель,3700000000000,Ивановская область,1023700509799.0,,1023700509799,False,3701000149.0,"БУ ""Редакция газеты ""Вичугские новости""",370101001,https://trudvsem.ru/company/1023700509799,2022-01-27,от 13890,13890,корреспондент,https://trudvsem.ru/vacancy/card/1023700509799/0bfeadf0-7f3f-11ec-b264-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>Обеспечивает редакцию оперативной информацией и готовит её в печать в виде публикаций.&nbsp; Должностные обязанности работника определяются должностными инструкциями и правилами внутреннего трудового распорядка, принятыми в организации.</p>","Искусство, культура и развлечения",Высшее,,0,"[{'location': 'Ивановская область, Вичугский район, г. Вичуга, Большая Пролетарская улица, 3', 'lng': '41.937993', 'lat': '57.214384'}]",,«руб.»,0,+7(493) 542-50-45,,,,,,
7142,7142,40c1cd05-7f40-11ec-b264-550ed7335bbe,Работодатель,3700000000000,Ивановская область,1023700509799.0,,1023700509799,False,3701000149.0,"БУ ""Редакция газеты ""Вичугские новости""",370101001,https://trudvsem.ru/company/1023700509799,2022-01-27,от 14153,14153,Старший корреспондент,https://trudvsem.ru/vacancy/card/1023700509799/40c1cd05-7f40-11ec-b264-550ed7335bbe,Полная занятость,Полный рабочий день,"<p>Обеспечивает редакцию оперативной информацией и готовит её в печать в виде публикаций. Должностные обязанности работника определяются должностными инструкциями и правилами внутреннего трудового распорядка, принятыми в организации.</p>","Искусство, культура и развлечения",Высшее,,4,"[{'location': 'Ивановская область, Вичугский район, г. Вичуга, Большая Пролетарская улица, 3', 'lng': '41.937993', 'lat': '57.214384'}]",,«руб.»,0,+7(493) 542-50-45,,,,,,
7144,7144,271eb945-9af6-11ec-8543-4febb26dc4ec,Работодатель,4400000000000,Костромская область,1024400517481.0,http://rus-kostroma.ru/,1024400517481,False,4401015890.0,"ОГБУ ""ОБЛАСТНАЯ ТЕЛЕРАДИОКОМПАНИЯ  ""РУСЬ""",440101001,https://trudvsem.ru/company/1024400517481,2022-03-03,от 20000,20000,Старший редактор ТВ,https://trudvsem.ru/vacancy/card/1024400517481/271eb945-9af6-11ec-8543-4febb26dc4ec,Полная занятость,Полный рабочий день,"<p>- осуществлять в соответствии с календарно-тематическим планом вещания создание наиболее сложных и ответственных телевизионных программ высокого качества;</p>
<p>- участвовать в формировании концепции вещания, разработке перспективных и текущих календарно-тематических и производственных планов;</p>
<p>- устанавливать и поддерживать контакты с государственными и хозяйственными органами, органами местного самоуправления, предприятиями и организациями для получения необходимой информации;</p>
<p>- выезжать на места для освещения событий, получать аккредитации в установленных случаях, осуществлять сбор оперативной информации на местах событий, подготавливать вопросы для запланированных интервью, встречается с интервьюируемыми, брать интервью;</p>
<p>- подготавливать и вести телевизионные репортажи с места событий, выступать в программах с собственными материалами;</p>
<p>- принимать участие в работе съемочной группы (творческой бригады) на всех стадиях производства и сдачи готовых программ;</p>
<p>-организовывать обратную связь с телевизионной аудиторией по рубрикам и циклам передач;</p>
<p>- контролировать ведение учёта передач, прошедших в эфире.</p>
<p></p>
<p><b>&nbsp;</b></p>","Искусство, культура и развлечения",Высшее,,3,"[{'location': 'Костромская область, Костромской район, г. Кострома, Волгореченское шоссе, дом 40 пом 36', 'lng': '40.895525', 'lat': '57.722603'}]",,«руб.»,0,,info@rus-kostroma.ru,,,,,
7145,7145,9e9d18f6-182e-11eb-8cbe-b905beff6f7a,Работодатель,4400000000000,Костромская область,1024400517481.0,http://rus-kostroma.ru/,1024400517481,False,4401015890.0,"ОГБУ ""ОБЛАСТНАЯ ТЕЛЕРАДИОКОМПАНИЯ  ""РУСЬ""",440101001,https://trudvsem.ru/company/1024400517481,2020-10-27,от 17000,17000,корреспондент,https://trudvsem.ru/vacancy/card/1024400517481/9e9d18f6-182e-11eb-8cbe-b905beff6f7a,Полная занятость,Полный рабочий день,"<p>- обеспечивает соответствующие подразделения телерадиокомпании оперативной информацией и другими материалами;</p>
<p>- устанавливает и ежедневно поддерживает контакты с государственными и хозяйственными органами, органами местного самоуправления, предприятиями и организациями для получения необходимой информации, своевременно информирует редакцию о предстоящих событиях;</p>
<p>- осуществляет оперативную связь с пресс-службами;</p>
<p>- выезжает на места для освещения событий, осуществляет сбор оперативной информации, подготавливает вопросы для запланированных интервью, встречается с интервьюируемыми и берет интервью;</p>
<p>- производит записи, в том числе с использованием средств аудио- и видеотехники с соблюдением требований законодательства о средствах массовой информации;</p>
<p>- подготавливает и ведет телевизионные репортажи с места событий, выступает в программах с собственными материалами;</p>
<p>- участвует в телевизионных и радиопрограммах, идущих в эфире;</p>
<p>- разрабатывает предложения по освещению отдельных тем, осуществляет поиск новых тем;</p>
<p>- редактирует авторские материалы, обеспечивает достоверность приводимых фактических данных.</p>","Искусство, культура и развлечения",Высшее,,3,"[{'location': 'Костромская область, Костромской район, г. Кострома, Сусанина Ивана улица, 48/76', 'lng': '40.950331', 'lat': '57.766166'}]",,«руб.»,0,,info@rus-kostroma.ru,,,,,
7435,7435,13d52787-b963-11ec-ac55-57fc951f3846,Работодатель,3400000000000,Волгоградская область,1023405173439.0,,1023405173439,False,3402000292.0,"Муниципальное бюджетное учреждение ""Быково-медиа"" Быковского муниципального района Волгоградской области",340201001,https://trudvsem.ru/company/1023405173439,2022-04-11,от 26000 до 28000,26000,Заместитель главного редактора по печати,https://trudvsem.ru/vacancy/card/1023405173439/13d52787-b963-11ec-ac55-57fc951f3846,Полная занятость,Ненормированный рабочий день,"<p>Участвовать в подготовке каждого номера газеты, принимая решения по его наполнению и содержанию. Исполнять обязанности ответсвтенного секретаря. Контролировать подготовку и публикацию статейных материалов. На время отсутствия редактора (отпуск, болезнь, командировка) выполнять его функциональные обязанности.</p>","Информационные технологии, телекоммуникации, связь",Высшее,,10,"[{'location': 'Волгоградская область, Быковский район, Быково рабочий поселок, Советская улица, дом: 65;', 'lng': '45.383131', 'lat': '49.766536'}]","Ежемесячная премия 25 %, Гранты, гонорар.",«руб.»,28000,+7(84495)31585,kommunar02@mail.ru,,,,,
